domain,avg_score,sentence
answers,-2.4,It sounds like classic clammyskinnydizzyheadachesomnia.
email,2.6,Expansion funding should be made available from the State's TANF block grant as authorized in the budget under Section 44 pages 494-495.
answers,0.8,The Egyptians are close behind us.
answers,-0.6,I think that honest advice that comes from experience would definately help
news,1.2,"""It's a bad situation,"" said one villager who asked not to be identified, fearing retribution from both sides."
answers,-2.25,com... they have a natural cleanig solution called Basic - H.
email,1.5,Please respond to vidalia Is there an agency to help a convict win his freedom after 19 years of being incarerated on false testimonies of two felons?
news,1.2,"It ensured equal representation among people, regions and ethnic groups."
answers,-2.2,don't watch it
answers,-2.0,"7:16 am, NY, USA"
answers,0.6,mix all but lemon and cilantro.
news,1.6,"""The simple fact is this: We are willing to engage in peace talks immediately without preconditions,"" he said."
answers,-0.4,Let me know if need more details.
news,-1.2,Repeat.
answers,0.2,06/23/65 - Murders Lonnie Trumbull and seriously injuresroommate Lisa Wick in their Seattle apartment.
answers,-0.4,Usually it's a cost of living thing.
answers,-1.6,everywhere you look.
answers,0.4,"Once there, speak to Hector to start your goal."
answers,0.0,What kind of opportunity that offered.
news,0.8,CTBTO staff monitor tremors in countries worldwide to uncover illegal nuclear tests.
email,1.2,"Clinical lab services are next in line for competitive bidding, and the industry does not like the idea."
blog,-0.8,"""So there are possibilities here and we ought to work with that."""
email,1.0,1. The school's test score performance was below average.
email,-1.2,"Although I had never been involved in any kind of politics before, I had been very disappointed that Jeb had lost the 1994 election."
news,-1.0,But the source added that he was 'not the suicide type'.
answers,0.2,Cover the cage.
answers,-0.6,Eat more carrots and it will make your eyes healthier.
answers,-2.2,ave you been getting morning sickness?
blog,-0.8,New York's 23rd may not say that much about the national condition of the parties.
answers,0.0,-------------------------------------------------------------------------------- The cell is the smallest unit of biological organisation that biologists consider alive.
answers,-2.0,But he will never be with me.
blog,0.2,"For what it's worth, I agree with Prof David Nutt, the adviser sacked after criticising the Government's decision to categorise cannabis as a Class B Drug."
email,-3.0,Anchors away!
news,0.0,"A Ten spokesperson later said: ""Rove will be back on Ten in 2010."""
answers,0.2,So how do we let go of these illusions?
blog,0.8,The company posted a brief personnel-change message this morning on its internal Web site.
blog,0.2,"""Look, Michael Jackson can obviously earn more money in death than he did during the last years of his life. If he really did leave all those songs, they can release CDs for years to come. It will make the family millions and millions of dollars."""
blog,-1.0,"We'll be emailing the winners shortly to inform them about receiving their bounty; for the rest of you, have an unbelievably happy Halloween!"
answers,-1.8,try applevacations.com sometimes they offer flights for about $200
answers,0.8,My guess would be that the majority have no problem with the military.
answers,-2.2,get a job and move out.
news,-1.0,"""Staying out of trouble can have a dramatic effect on your life, and give your family some stress relief,"" she wrote."
news,0.8,Lozano had visitation rights.
news,-0.2,"The latest Field Poll showed Newsom losing to Brown by 20 points, and a poll in San Francisco showed Newsom losing to Brown in his own hometown."
answers,-2.5,its kind of like bald bettas.
email,-1.6,This is better than the Florida lottery.
blog,-0.4,Taxpayers will be forced to pay for abortions.
blog,0.6,(Republican N.Y. Assemblywoman Dierdre Scozzafava and Conservative congressional candidate Doug Hoffman debated in Syracuse earlier this year.
blog,-2.2,Heartwarming!
answers,1.2,"Once certain patterns have been established, it becomes increasingly difficult to change them."
answers,-0.8,While there is a caution against pepper where the stomach
blog,-1.2,"Google announces turn-by-turn GPS navigation, for free -"
answers,1.6,Linus Yale invents the Yale lock or cylinder lock.
answers,-1.8,Just for that reason.
blog,-0.6,But her song and dance is starting to wear thin.
news,-0.8,"Along the way, the brothers often talk about their day or the games they play at home."
blog,0.2,"If the polls are any indication, the party is about to lose a piece of that foundation in the Old Dominion."
email,1.5,He later restored about one - third of that after an aggressive lobbying campaign by the colleges.
answers,-0.8,Work and school.
news,0.6,"While Brown has promoted Miliband, he has never forgiven the foreign secretary for toying with challenging him for the party leadership when Blair left office."
email,2.6,I am requesting an explanation of the Rule or Statute that ALJ Sartin and Malono have used to waive the rights of J - G.H. and B.A. and his parents to the 45-day time line and their interference with their access to due process.
email,1.8,"Thus, we have to be prepared to absorb these costs within a relatively short period of time."
answers,-0.8,End each sentence with punctuation?
blog,-2.4,Who will join?
news,1.0,"Driving around southeast Nigeria, examples of soil erosion at its worst are a common sight."
answers,0.0,Philippians 4:6 -9 Deuteronomy 31:8 It is the LORD who goes before you.
email,1.0,Higher pay above cost of living increases should be based on performance.
answers,0.4,Run it in safe mode.
answers,-0.2,My experience has been when I needed strength God was the source.
answers,-2.4,"Ugh, and you actually joined the military?"
answers,0.2,It's a good question.
answers,1.2,It is an absense of light or color.
email,1.8,"Recently, the Governor vetoed this funding for the Learning Gateway initiative."
news,1.2,"Khalaf, 43, was hospitalized with injuries that are not life-threatening."
blog,0.0,"The keyboard is virtually identical to the MacBook's built-in keyboard, and is slightly modified from Apple's original Bluetooth keyboard in that it now only uses two AA batteries and has moved the wireless receiver to the center of the back panel."
answers,0.0,My son at the moment knows that bad attention is the best.
news,1.6,"In June 1955, a letter from Qian managed to get out of the U.S. border and finally reached then Premier Zhou Enlai, resulting in Sino-U.S. talks which led to his release."
news,1.8,"Democrats and Republicans agree the economy will be the top issue for the 2010 congressional elections, although the White House has disputed suggestions that they will be a judgment on Obama and his policies."
blog,1.8,"A U.S. District Judge in Brooklyn has set a Monday deadline to rule on the legality of the search, and in the meantime has ordered the government to refrain from examining the material taken in the 6 a.m. search."
news,1.6,"""In 2006 I came to the view that the whole classification system needed to be examined as it was out of time and gave the advisory council a mandate to investigate that and report back to me,"" Clarke said."
blog,0.2,"And when they get this healthcare bill, if they do, that's the easiest, fastest way for them to be able to regulate every aspect of human behavior, because it'll all have some related cost to healthcare: what you drive, what you eat, where you live, what you do."
